ID Centro comercial,tipoCenCom,nom_CenCom,cod_postal
PAISCOYYPACL3940.0,CENTRO Y PLAZA COMERCIAL,PUNTA INSURGENTES,3940.0
nnnn8820.0,,,8820.0
nnnn14010.0,,,14010.0
nnnn15610.0,,,15610.0
nnnn10640.0,,,10640.0
nnnn9310.0,,,9310.0
nnnn8500.0,,,8500.0
CLDEASDELACDDEMOCLDEAO9040.0,CENTRAL DE ABASTO,CENTRAL DE ABASTOS DE LA CIUDAD DE MÉXICO,9040.0
nnnn10910.0,,,10910.0
nnnn6760.0,,,6760.0
nnnn7910.0,,,7910.0
nnnn2150.0,,,2150.0
nnnn1900.0,,,1900.0
nnnn15000.0,,,15000.0
nnnn16880.0,,,16880.0
nnnn12910.0,,,12910.0
nnnn2400.0,,,2400.0
nnnn7100.0,,,7100.0
nnnn8650.0,,,8650.0
nnnn11650.0,,,11650.0
nnnn9225.0,,,9225.0
nnnn4530.0,,,4530.0
SAAAOOCOnan,OTRO CONGLOMERADO,SURINSA A,
SASSEOCLYYDESS1210.0,EDIFICIO COMERCIAL Y DE SERVICIOS,SAMARA SHOPS,1210.0
nnnn1060.0,,,1060.0
nnnn3840.0,,,3840.0
GNCEEOCLYYDESS1210.0,EDIFICIO COMERCIAL Y DE SERVICIOS,GERMAN CENTRE,1210.0
nnnn3100.0,,,3100.0
nnnn11560.0,,,11560.0
nnnn11000.0,,,11000.0
TEPAEOCLYYDESSnan,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE PRISMA,
nnnnnan,,,
nnnn3600.0,,,3600.0
nnnn1000.0,,,1000.0
nnnn6600.0,,,6600.0
PERAOOCO11000.0,OTRO CONGLOMERADO,PARQUE REFORMA,11000.0
nnnn3710.0,,,3710.0
CLRA20EOCLYYDESSnan,EDIFICIO COMERCIAL Y DE SERVICIOS,CAPITAL REFORMA 250,
CLRA20COYYPACLnan,CENTRO Y PLAZA COMERCIAL,CAPITAL REFORMA 250,
nnnn11529.0,,,11529.0
nnnn11580.0,,,11580.0
TEOXEOCLYYDESS11529.0,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE ONYX,11529.0
PAMEOOCO11250.0,OTRO CONGLOMERADO,PLAZA MOLIERE,11250.0
LSSVOOCO3103.0,OTRO CONGLOMERADO,LUS SAV,3103.0
nnnn11540.0,,,11540.0
COPSEOCLYYDESS11000.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CARSO PALMAS,11000.0
nnnn1210.0,,,1210.0
COCLPRCOYYPACL4530.0,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL PERISUR,4530.0
nnnn11300.0,,,11300.0
CO22PSCOYYPACL11560.0,CENTRO Y PLAZA COMERCIAL,CORPORATIVO 2 PATIOS,11560.0
RA22EOCLYYDESS6600.0,EDIFICIO COMERCIAL Y DE SERVICIOS,REFORMA 222,6600.0
nnnn6500.0,,,6500.0
CLEOCLYYDESS1219.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CALAKMULL,1219.0
CLEOCLYYDESS1210.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CALAKMULL,1210.0
CLEOCLYYDESS1210.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CLAKMULL,1210.0
CLOOCOnan,OTRO CONGLOMERADO,CALAKMULL,
TEETEOCLYYDESSnan,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE EJECUT,
PAPOEOCLYYDESS11510.0,EDIFICIO COMERCIAL Y DE SERVICIOS,PLAZA POLANCO,11510.0
nnnn8730.0,,,8730.0
nnnn9230.0,,,9230.0
EOMXEOCLYYDESS6600.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO MONEX,6600.0
nnnn7279.0,,,7279.0
nnnn14000.0,,,14000.0
nnnn6720.0,,,6720.0
nnnn13200.0,,,13200.0
EOCLYYDESSSNNEEOCLYYDESS1030.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,1030.0
nnnn1759.0,,,1759.0
nnnn16200.0,,,16200.0
nnnn8000.0,,,8000.0
nnnn10350.0,,,10350.0
nnnn9920.0,,,9920.0
nnnn16600.0,,,16600.0
nnnn14400.0,,,14400.0
nnnn16440.0,,,16440.0
nnnn9070.0,,,9070.0
nnnn1830.0,,,1830.0
nnnn7620.0,,,7620.0
nnnn6170.0,,,6170.0
nnnn16034.0,,,16034.0
nnnn9360.0,,,9360.0
nnnn9014.0,,,9014.0
nnnn4909.0,,,4909.0
nnnn14460.0,,,14460.0
nnnn16080.0,,,16080.0
nnnn16629.0,,,16629.0
nnnn13700.0,,,13700.0
nnnn16610.0,,,16610.0
nnnn13020.0,,,13020.0
ENEOCLYYDESS5370.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EUROTEN,5370.0
nnEOCLYYDESS6500.0,EDIFICIO COMERCIAL Y DE SERVICIOS,,6500.0
TEMREOCLYYDESS6500.0,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE MAYOR,6500.0
nnnn4960.0,,,4960.0
nnnn7320.0,,,7320.0
nnnn9440.0,,,9440.0
nnnn8100.0,,,8100.0
nnnn5000.0,,,5000.0
nnnn7700.0,,,7700.0
PATSLACOYYPACL7700.0,CENTRO Y PLAZA COMERCIAL,PLAZA TORRES LINDAVISTA,7700.0
nnnn14300.0,,,14300.0
PAEACOYYPACL9640.0,CENTRO Y PLAZA COMERCIAL,PLAZA ERMITA,9640.0
nnnn10800.0,,,10800.0
nnnn3300.0,,,3300.0
nnnn1710.0,,,1710.0
EOISEOCLYYDESS6600.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO IOS,6600.0
nnnn14650.0,,,14650.0
nnnn6598.0,,,6598.0
nnnn7010.0,,,7010.0
nnnn9040.0,,,9040.0
nnnn4330.0,,,4330.0
nnnn1780.0,,,1780.0
nnnn4460.0,,,4460.0
nnEOCLYYDESS6598.0,EDIFICIO COMERCIAL Y DE SERVICIOS,,6598.0
nnnn16050.0,,,16050.0
COELRLEOCLYYDESS3020.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CONDOMINIO EMPRESARIAL RAFAEL,3020.0
nnnn7630.0,,,7630.0
CCPAEOCLYYDESS7720.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC PATERA,7720.0
PATACOYYPACL7630.0,CENTRO Y PLAZA COMERCIAL,PLAZA TENAYUCA,7630.0
PALACOYYPACL7300.0,CENTRO Y PLAZA COMERCIAL,PLAZA LINDAVISTA,7300.0
nnnn5230.0,,,5230.0
CCSaFeCOYYPACL5100.0,CENTRO Y PLAZA COMERCIAL,CAC Santa Fe,5100.0
ccpecrCOYYPACL2300.0,CENTRO Y PLAZA COMERCIAL,cac price center,2300.0
PaMaClMaEOCLYYDESS4310.0,EDIFICIO COMERCIAL Y DE SERVICIOS,Plaza Mega Comercial Mexicana,4310.0
CcTaEOCLYYDESS4330.0,EDIFICIO COMERCIAL Y DE SERVICIOS,Cac Taxqueña,4330.0
nnnn4470.0,,,4470.0
nnnn2080.0,,,2080.0
CCTCEOCLYYDESS7840.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC TEPEYAC,7840.0
CCLARAEOCLYYDESS7780.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC LA RAZA,7780.0
CCBADEGEEOCLYYDESS7000.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC BASILICA DE GUADALUPE,7000.0
CCISEOCLYYDESS7760.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC INSURGENTES,7760.0
CCLsdeRaEOCLYYDESS9310.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC Leyes de Reforma,9310.0
nnnn9100.0,,,9100.0
nnnn8200.0,,,8200.0
CCOrEOCLYYDESS1080.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC Olivar,1080.0
CCPaInCOYYPACL1020.0,CENTRO Y PLAZA COMERCIAL,CAC Plaza Inn,1020.0
nnnn1800.0,,,1800.0
CCMiMlCOYYPACL1710.0,CENTRO Y PLAZA COMERCIAL,CAC Mini Mall,1710.0
CcTaEOCLYYDESS1279.0,EDIFICIO COMERCIAL Y DE SERVICIOS,Cac Tacubaya,1279.0
PAINCOYYPACL1020.0,CENTRO Y PLAZA COMERCIAL,PLAZA INN,1020.0
CCPsyyOfdeZaLsEOCLYYDESS1600.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC Plateros y Of de Zona Lomas,1600.0
nnnn14250.0,,,14250.0
CCPedePaEOCLYYDESS14050.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC Puente de Piedra,14050.0
nnnn14060.0,,,14060.0
ZaClUdEOCLYYDESS14050.0,EDIFICIO COMERCIAL Y DE SERVICIOS,Zona Comercial Universidad,14050.0
nnnn13070.0,,,13070.0
nnnn9820.0,,,9820.0
CCCSEOCLYYDESS9820.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC CAMPESINOS,9820.0
nnnn9260.0,,,9260.0
OEDTCOYYPACL9837.0,CENTRO Y PLAZA COMERCIAL,OFFICE DEPOT,9837.0
CCIAIICOYYPACL9850.0,CENTRO Y PLAZA COMERCIAL,CAC IZTAPALAPA II,9850.0
CCGoEOCLYYDESS10900.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC Gavillero,10900.0
nnnn3700.0,,,3700.0
MoBoJzCOYYPACL3310.0,CENTRO Y PLAZA COMERCIAL,Módulo  Benito Juárez,3310.0
CCAnCOYYPACL16600.0,CENTRO Y PLAZA COMERCIAL,CAC Atocpan,16600.0
nnnn16010.0,,,16010.0
CCSnGoEOCLYYDESS16600.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC San Gregorio,16600.0
ZaClZoCOYYPACL6700.0,CENTRO Y PLAZA COMERCIAL,Zona Comercial Zocalo,6700.0
CCCaEOCLYYDESS6700.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC Condesa,6700.0
CEcoEOCLYYDESS6600.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CFE corporativo,6600.0
IaVzdeLnMOPO6470.0,MERCADO PUBLICO,Isla Velázquez de León,6470.0
SodelaRaOOCO6030.0,OTRO CONGLOMERADO,Senado de la Republica,6030.0
CCACEOCLYYDESS11370.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC ANAHUAC,11370.0
nnnn11550.0,,,11550.0
MACadeDsnn15960.0,,MA Cámara  de  Diputados,15960.0
CCLSEOCLYYDESS11700.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CAC LOMAS,11700.0
nnnn6000.0,,,6000.0
nnnn4660.0,,,4660.0
nnnn15900.0,,,15900.0
nnnn11411.0,,,11411.0
nnnn16090.0,,,16090.0
nnnn1090.0,,,1090.0
EOCLYYDESSSNNEEOCLYYDESS1780.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,1780.0
EOCLYYDESSSNNEEOCLYYDESS1010.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,1010.0
EOCLYYDESSSNNEEOCLYYDESS1900.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,1900.0
EOCLYYDESSSNNEEOCLYYDESS6500.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,6500.0
TeEaIIEOCLYYDESSnan,EDIFICIO COMERCIAL Y DE SERVICIOS,Torre Esmeralda I,
nnnn5120.0,,,5120.0
nnnn9850.0,,,9850.0
nnnn9410.0,,,9410.0
nnnn11520.0,,,11520.0
TENEEOCLYYDESS11520.0,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE NORTE,11520.0
nnnn5370.0,,,5370.0
COLEEOCLYYDESS11510.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CORPORATIVO LAGRANGE,11510.0
nnnn11510.0,,,11510.0
EOTNEOCLYYDESS5370.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EURO TEN,5370.0
nnnn1840.0,,,1840.0
TEEAIIEOCLYYDESS11000.0,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE ESMERALDA II,11000.0
CRnnnan,,CIRR,
nnnn3020.0,,,3020.0
nnnn11320.0,,,11320.0
nnnn5110.0,,,5110.0
nnnn14050.0,,,14050.0
TEDLBEEOCLYYDESSnan,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE DEL BOSQUE,
TEDLBEEOCLYYDESS11000.0,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE DEL BOSQUE,11000.0
TEEAIIEOCLYYDESSnan,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE ESMERALDA II,
HO57EOCLYYDESS11560.0,EDIFICIO COMERCIAL Y DE SERVICIOS,HOMERO 527,11560.0
TECAEOCLYYDESS11000.0,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE CANDELA,11000.0
nnnn7270.0,,,7270.0
nnnn7290.0,,,7290.0
nnnn9429.0,,,9429.0
nnnn9200.0,,,9200.0
nnnn2250.0,,,2250.0
nnnn8710.0,,,8710.0
nnnn9637.0,,,9637.0
nnnn7839.0,,,7839.0
nnnn13300.0,,,13300.0
nnnn7420.0,,,7420.0
nnnn14387.0,,,14387.0
nnnn16450.0,,,16450.0
nnnn9800.0,,,9800.0
nnnn9608.0,,,9608.0
nnnn16020.0,,,16020.0
nnnn9000.0,,,9000.0
POAACOYYPACL14370.0,CENTRO Y PLAZA COMERCIAL,PASEO ACOXPA,14370.0
nnnn14735.0,,,14735.0
nnnn4020.0,,,4020.0
nnnn14420.0,,,14420.0
nnnn4260.0,,,4260.0
nnnn6300.0,,,6300.0
nnnn9479.0,,,9479.0
nnnn15700.0,,,15700.0
nnnn2750.0,,,2750.0
nnnn15810.0,,,15810.0
nnnn6470.0,,,6470.0
nnnn16036.0,,,16036.0
nnnn4739.0,,,4739.0
nnnn10320.0,,,10320.0
nnnn16035.0,,,16035.0
nnnn7090.0,,,7090.0
nnnn13440.0,,,13440.0
nnnn15270.0,,,15270.0
nnnn15470.0,,,15470.0
nnnn13273.0,,,13273.0
nnnn1860.0,,,1860.0
nnnn1856.0,,,1856.0
nnnn7870.0,,,7870.0
nnnn4200.0,,,4200.0
nnnn14210.0,,,14210.0
nnnn16500.0,,,16500.0
nnnn1857.0,,,1857.0
nnnn7899.0,,,7899.0
nnnn7110.0,,,7110.0
nnnn15640.0,,,15640.0
nnnn9750.0,,,9750.0
nnnn13550.0,,,13550.0
nnnn10900.0,,,10900.0
nnnn13050.0,,,13050.0
nnnn2120.0,,,2120.0
nnnn9560.0,,,9560.0
nnnn1377.0,,,1377.0
nnnn16410.0,,,16410.0
nnnn14700.0,,,14700.0
nnnn6900.0,,,6900.0
nnnn14390.0,,,14390.0
nnnn13529.0,,,13529.0
nnnn9620.0,,,9620.0
nnnn9790.0,,,9790.0
nnnn16780.0,,,16780.0
nnnn7510.0,,,7510.0
nnnn9020.0,,,9020.0
nnnn9630.0,,,9630.0
nnnn9730.0,,,9730.0
nnnn9640.0,,,9640.0
nnnn9900.0,,,9900.0
nnnn2650.0,,,2650.0
nnnn9860.0,,,9860.0
nnnn13710.0,,,13710.0
nnnn12100.0,,,12100.0
nnnn6880.0,,,6880.0
nnnn1290.0,,,1290.0
nnnn14426.0,,,14426.0
nnnn15960.0,,,15960.0
nnnn1470.0,,,1470.0
nnnn4380.0,,,4380.0
nnnn4480.0,,,4480.0
nnnn12800.0,,,12800.0
nnnn14140.0,,,14140.0
nnnn2480.0,,,2480.0
nnnn1480.0,,,1480.0
nnnn16030.0,,,16030.0
nnnn7770.0,,,7770.0
nnnn3310.0,,,3310.0
nnnn9578.0,,,9578.0
nnnn12700.0,,,12700.0
nnnn12200.0,,,12200.0
nnnn4120.0,,,4120.0
nnnn10200.0,,,10200.0
nnnn1750.0,,,1750.0
nnnn13400.0,,,13400.0
nnnn7310.0,,,7310.0
nnnn13500.0,,,13500.0
nnnn7089.0,,,7089.0
nnnn13625.0,,,13625.0
nnnn7350.0,,,7350.0
nnnn7180.0,,,7180.0
nnnn13260.0,,,13260.0
nnnn13000.0,,,13000.0
RALSOOCO11000.0,OTRO CONGLOMERADO,REFORMA LOMAS,11000.0
POOOCO11000.0,OTRO CONGLOMERADO,PERIFÉRICO,11000.0
POLSOOCO11000.0,OTRO CONGLOMERADO,PERIFÉRICO LOMAS,11000.0
TEEAEOCLYYDESS11000.0,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE ESMERALDA,11000.0
nnnn1140.0,,,1140.0
nnnn2810.0,,,2810.0
nnnn14100.0,,,14100.0
nnnn11700.0,,,11700.0
nnnn9830.0,,,9830.0
nnnn9780.0,,,9780.0
nnnn15510.0,,,15510.0
nnnn6080.0,,,6080.0
nnnn9849.0,,,9849.0
nnnn4370.0,,,4370.0
nnnn16459.0,,,16459.0
nnnn7188.0,,,7188.0
nnnn4810.0,,,4810.0
PNAOCOYYPACL2790.0,CENTRO Y PLAZA COMERCIAL,PABELLON AZCAPOTZALCO,2790.0
nnnn2860.0,,,2860.0
nnnn4710.0,,,4710.0
nnnn11810.0,,,11810.0
nnnn15310.0,,,15310.0
nnnn15860.0,,,15860.0
nnnn1050.0,,,1050.0
nnnn16058.0,,,16058.0
nnnn15280.0,,,15280.0
nnnn12000.0,,,12000.0
nnnn9510.0,,,9510.0
nnnn14230.0,,,14230.0
nnnn3103.0,,,3103.0
nnnn14330.0,,,14330.0
nnnn9890.0,,,9890.0
nnnn8040.0,,,8040.0
nnnn15020.0,,,15020.0
nnnn11340.0,,,11340.0
nnnn9150.0,,,9150.0
nnnn2100.0,,,2100.0
nnnn7939.0,,,7939.0
nnnn10330.0,,,10330.0
nnnn9700.0,,,9700.0
nnnn7220.0,,,7220.0
nnnn1770.0,,,1770.0
nnnn1740.0,,,1740.0
nnnn1730.0,,,1730.0
nnnn1790.0,,,1790.0
nnnn1110.0,,,1110.0
nnnn1410.0,,,1410.0
nnnn1080.0,,,1080.0
nnnn7164.0,,,7164.0
nnnn1219.0,,,1219.0
nnnn12080.0,,,12080.0
nnnn12400.0,,,12400.0
nnnn7210.0,,,7210.0
nnnn5500.0,,,5500.0
nnnn1729.0,,,1729.0
nnnn1296.0,,,1296.0
nnnn14900.0,,,14900.0
nnnn16400.0,,,16400.0
nnnn14730.0,,,14730.0
nnnn7130.0,,,7130.0
nnnn1120.0,,,1120.0
nnnn14200.0,,,14200.0
nnnn1810.0,,,1810.0
nnnn5050.0,,,5050.0
nnnn4500.0,,,4500.0
nnnn7199.0,,,7199.0
nnnn3820.0,,,3820.0
nnnn2430.0,,,2430.0
nnnn7160.0,,,7160.0
nnnn6450.0,,,6450.0
nnnn7300.0,,,7300.0
nnnn3810.0,,,3810.0
nnnn2680.0,,,2680.0
nnnn8830.0,,,8830.0
nnnn1030.0,,,1030.0
nnnn1600.0,,,1600.0
nnnn3200.0,,,3200.0
nnnn4100.0,,,4100.0
nnnn4320.0,,,4320.0
nnnn3420.0,,,3420.0
nnnn7800.0,,,7800.0
nnnn3630.0,,,3630.0
nnnn9140.0,,,9140.0
nnnn11200.0,,,11200.0
ENEOCLYYDESS11510.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EUROTEN,11510.0
EMEOCLYYDESSnan,EDIFICIO COMERCIAL Y DE SERVICIOS,EUROTEM,
nnnn15500.0,,,15500.0
nnnn9760.0,,,9760.0
nnnn6140.0,,,6140.0
nnnn7040.0,,,7040.0
MOJZMOPO6600.0,MERCADO PUBLICO,MERCADO JUAREZ,6600.0
nnnn11850.0,,,11850.0
OOnnnan,,OTRO,
nnnn16038.0,,,16038.0
nnnn1460.0,,,1460.0
nnnn2000.0,,,2000.0
nnnn3510.0,,,3510.0
nnnn3800.0,,,3800.0
CS10EOCLYYDESSnan,EDIFICIO COMERCIAL Y DE SERVICIOS,CIRUELOS 180,
nnnn14410.0,,,14410.0
nnnn6700.0,,,6700.0
MMEOCLYYDESS1210.0,EDIFICIO COMERCIAL Y DE SERVICIOS,MAXCOM,1210.0
nnnn7970.0,,,7970.0
nnnn4369.0,,,4369.0
EOCLYYDESSSNNEEOCLYYDESS11700.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,11700.0
nnnn1550.0,,,1550.0
nnnn14439.0,,,14439.0
nnnn15420.0,,,15420.0
nnnn11570.0,,,11570.0
nnnn14240.0,,,14240.0
nnnn9810.0,,,9810.0
nnnn11590.0,,,11590.0
nnnn9060.0,,,9060.0
nnnn1490.0,,,1490.0
nnEOCLYYDESS3100.0,EDIFICIO COMERCIAL Y DE SERVICIOS,,3100.0
CSnn11830.0,,CONSTITUYENTES,11830.0
nnnn11830.0,,,11830.0
PESAFEEOCLYYDESSnan,EDIFICIO COMERCIAL Y DE SERVICIOS,PARQUE SANTA FE,
nnnn11280.0,,,11280.0
nnnn9300.0,,,9300.0
nnnn7410.0,,,7410.0
EFnnnan,,EDIF,
nnnn3900.0,,,3900.0
nnnn2800.0,,,2800.0
nnnn11290.0,,,11290.0
MIPOCOYYPACL3800.0,CENTRO Y PLAZA COMERCIAL,METROPOLI PATRIOTISMO,3800.0
nnnn3400.0,,,3400.0
nnnn4410.0,,,4410.0
JELSLEEOCLYYDESSnan,EDIFICIO COMERCIAL Y DE SERVICIOS,JOSE LUIS LAGRANGE,
nnnn10400.0,,,10400.0
nnnn14110.0,,,14110.0
nnnn6400.0,,,6400.0
PACOCOYYPACL14330.0,CENTRO Y PLAZA COMERCIAL,PLAZA CUEMANCO,14330.0
nnnn5310.0,,,5310.0
nnnn4440.0,,,4440.0
CAEOCLYYDESS11000.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CANDELA,11000.0
nnnn8840.0,,,8840.0
19MOPO8830.0,MERCADO PUBLICO,109,8830.0
nnnn2440.0,,,2440.0
nnnn13220.0,,,13220.0
nnnn3910.0,,,3910.0
nnnn9500.0,,,9500.0
nnnn14020.0,,,14020.0
nnnn11430.0,,,11430.0
nnnn15010.0,,,15010.0
MO10POCOMOPO4230.0,MERCADO PUBLICO,MERCADO 130 PRADO CHURUBUSCO,4230.0
nnnn10600.0,,,10600.0
nnnn1010.0,,,1010.0
nnnn11500.0,,,11500.0
CNBI13EOCLYYDESS3103.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CONCEPCION BEISTEGUI 13,3103.0
nnnn3340.0,,,3340.0
nnnn11400.0,,,11400.0
IAAAnn7700.0,,INMOVILIARIA AMATISTA,7700.0
nnnn7640.0,,,7640.0
nnnn6040.0,,,6040.0
nnnn1180.0,,,1180.0
EOCLYYDESSSNNEEOCLYYDESS2840.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,2840.0
FOEOCLYYDESS11520.0,EDIFICIO COMERCIAL Y DE SERVICIOS,FRISCO,11520.0
SNJOOOCO1419.0,OTRO CONGLOMERADO,SAN JACINTO,1419.0
nnnn1220.0,,,1220.0
COLEDEVA17EOCLYYDESS11520.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CONDOMINIO LOPE DE VEGA 117,11520.0
nnnn2730.0,,,2730.0
nnnn16018.0,,,16018.0
nnnn4910.0,,,4910.0
nnnn13420.0,,,13420.0
QOEOCLYYDESS11000.0,EDIFICIO COMERCIAL Y DE SERVICIOS,QUADRO,11000.0
nnnn7369.0,,,7369.0
nnnn4040.0,,,4040.0
HEOOCO5020.0,OTRO CONGLOMERADO,HORIZONTE,5020.0
MO24DEDEMOPO8100.0,MERCADO PUBLICO,MERCADO 24 DE DICIEMBRE,8100.0
MOACAOMOPO11370.0,MERCADO PUBLICO,MERCADO ANAHUAC ANEXO,11370.0
nnnn5330.0,,,5330.0
JZ32EOCLYYDESS6000.0,EDIFICIO COMERCIAL Y DE SERVICIOS,JUAREZ 32,6000.0
nnnn1590.0,,,1590.0
nnnn4737.0,,,4737.0
28EOCLYYDESS6500.0,EDIFICIO COMERCIAL Y DE SERVICIOS,228,6500.0
nnnn15530.0,,,15530.0
nnnn13450.0,,,13450.0
nnnn14260.0,,,14260.0
MOPOSNFOCNMOPO4420.0,MERCADO PUBLICO,MARCADO PUBLICO SAN FRANCISCO CULHUACAN,4420.0
nnnn4939.0,,,4939.0
nnnn16800.0,,,16800.0
nnnn8220.0,,,8220.0
nnnn6860.0,,,6860.0
nnnn3500.0,,,3500.0
nnEOCLYYDESS6600.0,EDIFICIO COMERCIAL Y DE SERVICIOS,,6600.0
nnnn8400.0,,,8400.0
41EOCLYYDESS11850.0,EDIFICIO COMERCIAL Y DE SERVICIOS,41,11850.0
nnnn6240.0,,,6240.0
PAINOOCO14210.0,OTRO CONGLOMERADO,PLAZA IMAGEN,14210.0
nnnn3940.0,,,3940.0
nnnn2719.0,,,2719.0
nnnn6800.0,,,6800.0
GSRACOYYPACL5118.0,CENTRO Y PLAZA COMERCIAL,GALERIAS REFORMA,5118.0
nnnn6030.0,,,6030.0
nnnn8810.0,,,8810.0
nnnn7280.0,,,7280.0
PERAEOCLYYDESS11000.0,EDIFICIO COMERCIAL Y DE SERVICIOS,PARQUE REFORMA,11000.0
EOEOCLYYDESS11560.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO,11560.0
nnnn3650.0,,,3650.0
nnnn1020.0,,,1020.0
GNCRCOYYPACL1219.0,CENTRO Y PLAZA COMERCIAL,GERMAN CENTER,1219.0
EOCLYYDESSSNNEEOCLYYDESS3900.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,3900.0
nnnn1070.0,,,1070.0
nnnn14030.0,,,14030.0
nnEOCLYYDESS14220.0,EDIFICIO COMERCIAL Y DE SERVICIOS,,14220.0
nnnn9320.0,,,9320.0
COCLCOYYPACL4318.0,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL,4318.0
nnnn6100.0,,,6100.0
nnnn15850.0,,,15850.0
nnnn9570.0,,,9570.0
COELEOCLYYDESS11560.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CONDOMINIO EMPRESARIAL,11560.0
nnnn6350.0,,,6350.0
nnnn3920.0,,,3920.0
nnnn11370.0,,,11370.0
nnnn3590.0,,,3590.0
nnnn8420.0,,,8420.0
nnnn2050.0,,,2050.0
nnEOCLYYDESS6700.0,EDIFICIO COMERCIAL Y DE SERVICIOS,,6700.0
nnnn6430.0,,,6430.0
nnnn3550.0,,,3550.0
nnnn3000.0,,,3000.0
nnnn15430.0,,,15430.0
OOCOSNNEOOCO6100.0,OTRO CONGLOMERADO,OTRO CONGLOMERADO SIN NOMBRE,6100.0
nnnn10010.0,,,10010.0
WDTECREOCLYYDESS3810.0,EDIFICIO COMERCIAL Y DE SERVICIOS,WORLD TRADE CENTER,3810.0
nnnn7530.0,,,7530.0
EORAEOCLYYDESS11000.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO REFORMA,11000.0
CODENSnnnan,,CENTRO DE NEGOCIOS,
TEWCEOCLYYDESSnan,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE WTC,
nnEOCLYYDESS3650.0,EDIFICIO COMERCIAL Y DE SERVICIOS,,3650.0
nnnn2060.0,,,2060.0
nnnn9080.0,,,9080.0
nnnn3660.0,,,3660.0
nnnn7480.0,,,7480.0
nnEOCLYYDESS6100.0,EDIFICIO COMERCIAL Y DE SERVICIOS,,6100.0
nnEOCLYYDESS6760.0,EDIFICIO COMERCIAL Y DE SERVICIOS,,6760.0
