ID Tipo Delito,delito,categoria,competencia
TADERODEVODODEBOIOFOCN,TENTATIVA DE ROBO DE VEHICULO,DELITO DE BAJO IMPACTO,FUERO COMUN
PADELAVAPREDHONODOHONODO,PERDIDA DE LA VIDA POR ENFERMEDAD,HECHO NO DELICTIVO,HECHO NO DELICTIVO
LSCSPRCADODEBOIOIA,LESIONES CULPOSAS POR CAIDA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
LSDSPRQSDODEBOIOFOCN,LESIONES DOLOSAS POR QUEMADURAS,DELITO DE BAJO IMPACTO,FUERO COMUN
CALAIDSLDODEBOIOIA,CONTRA LA INTIMIDAD SEXUAL,DELITO DE BAJO IMPACTO,INCOMPETENCIA
TADESODODEBOIOFOCN,TENTATIVA DE SUICIDIO,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAARRSNVAROAARRCNYYSNVAFOCN,ROBO A REPARTIDOR SIN VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,FUERO COMUN
DADEHSHONODOHONODO,DENUNCIA DE HECHOS,HECHO NO DELICTIVO,HECHO NO DELICTIVO
HOPRGSHODOFOCN,HOMICIDIO POR GOLPES,HOMICIDIO DOLOSO,FUERO COMUN
DSASDODEBOIOFOCN,DELITOS AMBIENTALES,DELITO DE BAJO IMPACTO,FUERO COMUN
TADEFEDODEBOIOFOCN,TENTATIVA DE FRAUDE,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAAPOAABODEMOCNVAROAAPOAABODLMOCNYYSNVAFOCN,ROBO A PASAJERO A BORDO DE METRO CON VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,FUERO COMUN
PNDEAADEFODODEBOIOIA,PORTACION DE ARMA DE FUEGO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
LSISYYRODEVODODEBOIOFOCN,LESIONES INTENCIONALES Y ROBO DE VEHICULO,DELITO DE BAJO IMPACTO,FUERO COMUN
RNDEMSDODEBOIOIA,RETENCIÃN DE MENORES,DELITO DE BAJO IMPACTO,INCOMPETENCIA
"DOSO(,INOOE)DODEBOIOFOCN","DAÃO SUELO (ACTIVIDAD, INVASIÃN O EXTRACCIÃN)",DELITO DE BAJO IMPACTO,FUERO COMUN
PADODEBOIOFOCN,PORNOGRAFÃA,DELITO DE BAJO IMPACTO,FUERO COMUN
"P,FNEEINDEOSASPAARDODEBOIOFOCN","PORTACIÃN, FABRICACIÃN E IMPORTACIÃN DE OBJETOS APTOS PARA AGREDIR",DELITO DE BAJO IMPACTO,FUERO COMUN
ROAAPOENTNSOCNVADODEBOIOFOCN,ROBO A PASAJERO EN TREN SUBURBANO CON VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
CNOORSDODEBOIOFOCN,CONTAMINACIÃN O RESIDUOS,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAASLBADODETSDEAOSVDODEBOIOFOCN,ROBO A SUCURSAL BANCARIA DENTRO DE  TIENDAS DE AUTOSERVICIO S/V,DELITO DE BAJO IMPACTO,FUERO COMUN
HSIS()HODOFOCN,HOMICIDIOS INTENCIONALES (OTROS),HOMICIDIO DOLOSO,FUERO COMUN
RODEMAAATACVROAATACNYYSNVAFOCN,ROBO DE MERCANCIA A TRANSPORTISTA C/V,ROBO A TRANSPORTISTA CON Y SIN VIOLENCIA,FUERO COMUN
RODEDSDODEBOIOIA,ROBO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,INCOMPETENCIA
RODEDODODEBOIOIA,ROBO DE DINERO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
HOCOPRTOVR()DODEBOIOIA,HOMICIDIO CULPOSO POR TRÃNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAATAYYVOPOCNVAROAATACNYYSNVAFOCN,ROBO A TRANSPORTISTA Y VEHICULO PESADO CON VIOLENCIA,ROBO A TRANSPORTISTA CON Y SIN VIOLENCIA,FUERO COMUN
RODEVODESOPOSNVARODEVOCNYYSNVAFOCN,ROBO DE VEHICULO DE SERVICIO PÃBLICO SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,FUERO COMUN
TADODEBOIOIA,TORTURA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
DADEPSDODEBOIOIA,DESOBEDENCIA DE PARTICULARES,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAATEAABODETIPOYYPOCNVAROAAPOAABODETICNVAIA,ROBO A TRANSEUNTE A BORDO DE TAXI PÃBLICO Y PRIVADO CON VIOLENCIA,ROBO A PASAJERO A BORDO DE TAXI CON VIOLENCIA,INCOMPETENCIA
VNDECADODEBOIOFOCN,VIOLACION DE CORRESPONDENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
"RODEVOENP,TRYYASSVRODEVOCNYYSNVAFOCN","ROBO DE VEHICULO EN PENSION, TALLER Y AGENCIAS S/V",ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,FUERO COMUN
PADELAVAAAPRA/LSHONODOHONODO,PERDIDA DE LA VIDA ASFIXIA POR ALIMENTOS/ LIQUIDOS,HECHO NO DELICTIVO,HECHO NO DELICTIVO
"P,I,E,D,ANOOFNDETSALP,DSDECOPSOOVSDECEDODEBOIOIA","PRODUCCIÃN, IMPRESIÃN, ENAJENACIÃN, DISTRIBUCIÃN, ALTERACIÃN O FALSIFICACIÃN DE TÃTULOS AL PORTADOR, DOCUMENTOS DE CRÃDITO PÃBLICOS O VALES DE CANJE",DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAACAHNYYVOSNVADODEBOIOFOCN,ROBO A CASA HABITACION Y VEHICULO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
POOOSOSOFOCN,PLAGIO O SECUESTRO,SECUESTRO,FUERO COMUN
TODEIADODEBOIOFOCN,TRAFICO DE INFLUENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAAPOAABODECSSNVADODEBOIOFOCN,ROBO A PASAJERO A BORDO DE CABLEBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
PNDELALDPLDODEBOIOIA,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INCOMPETENCIA
DSESDODEBOIOFOCN,DELITOS ELECTORALES,DELITO DE BAJO IMPACTO,FUERO COMUN
RODEASDODEBOIOFOCN,ROBO DE ALHAJAS,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAAPOENTNLOCNVADODEBOIOFOCN,ROBO A PASAJERO EN TREN LIGERO CON VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
RODEMACNVARODEVOCNYYSNVAIA,ROBO DE MOTOCICLETA CON VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,INCOMPETENCIA
ROAAPOENASFOCNVADODEBOIOFOCN,ROBO A PASAJERO EN AUTOBÃS FORÃNEO CON VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
DHFSHONODOHONODO,DDH FDS,HECHO NO DELICTIVO,HECHO NO DELICTIVO
PSESYYASDODEBOIOIA,PERSONAS EXTRAVIADAS Y AUSENTES,DELITO DE BAJO IMPACTO,INCOMPETENCIA
HOCOFADLDF()DODEBOIOFOCN,HOMICIDIO CULPOSO FUERA DEL D.F (ATROPELLADO),DELITO DE BAJO IMPACTO,FUERO COMUN
ROAANOYYVOCNVAROAANOCNVAFOCN,ROBO A NEGOCIO Y VEHICULO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,FUERO COMUN
CAFSPSDODEBOIOFOCN,CONTRA FUNCIONARIOS PUBLICOS,DELITO DE BAJO IMPACTO,FUERO COMUN
"I,ENYYROAALSCSOORSHSDODEBOIOFOCN","INHUMACION, EXHUMACION Y RESPETO A LOS CADAVERES O RESTOS HUMANOS",DELITO DE BAJO IMPACTO,FUERO COMUN
RODEVODESOOLCNVARODEVOCNYYSNVAFOCN,ROBO DE VEHICULO DE SERVICIO OFICIAL CON VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,FUERO COMUN
ROAAPO//CRDEVOCNVADODEBOIOIA,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
GNALDODEBOIOFOCN,GESTIÃN AMBIENTAL,DELITO DE BAJO IMPACTO,FUERO COMUN
RODEOSDLIRDEUNVODODEBOIOIA,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
LSCSPRQSDODEBOIOIA,LESIONES CULPOSAS POR QUEMADURAS,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAAPOENASFOSNVADODEBOIOFOCN,ROBO A PASAJERO EN AUTOBUS FORANEO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
PADELAVAPRSOENELMOHONODOHONODO,PERDIDA DE LA VIDA POR SUICIDIO EN EL METRO,HECHO NO DELICTIVO,HECHO NO DELICTIVO
ROAAPOAABODEMSCNVADODEBOIOFOCN,ROBO A PASAJERO A BORDO DE METROBUS CON VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
UNDEFSPSDODEBOIOFOCN,USURPACION DE FUNCIONES PUBLICAS,DELITO DE BAJO IMPACTO,FUERO COMUN
AOSLDODEBOIOIA,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,INCOMPETENCIA
PADELAVAPRDEHONODOHONODO,PERDIDA DE LA VIDA POR DERRUMBE,HECHO NO DELICTIVO,HECHO NO DELICTIVO
TADEVNDODEBOIOFOCN,TENTATIVA DE VIOLACION,DELITO DE BAJO IMPACTO,FUERO COMUN
EOPRFODODEBOIOFOCN,ENCUBRIMIENTO POR FAVORECIMIENTO,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAANOCNVAPRFS(SDEA)ROAANOCNVAFOCN,ROBO A NEGOCIO CON VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),ROBO A NEGOCIO CON VIOLENCIA,FUERO COMUN
ROAAPOAABODETEPOCNVADODEBOIOFOCN,ROBO A PASAJERO A BORDO DE TRANSPORTE PÃBLICO CON VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
HOPRAADEFOHODOIA,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO DOLOSO,INCOMPETENCIA
FOPRAABAHODOFOCN,FEMINICIDIO POR ARMA BLANCA,HOMICIDIO DOLOSO,FUERO COMUN
PADELAVAPRAELLHONODOHONODO,PERDIDA DE LA VIDA POR ACCIDENTE LABORAL,HECHO NO DELICTIVO,HECHO NO DELICTIVO
ROAAPOENTSCNVADODEBOIOFOCN,ROBO A PASAJERO EN TROLEBUS CON VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
CNDEPSMSDEEDOOPSQENOTNCDPACRELSODLHOOODEPSQENOTNCDDERRLACADODEBOIOIA,CORRUPCIÃN DE PERSONAS MENORES DE EDAD O PERSONAS QUE NO TENGAN CAPACIDAD PARA COMPRENDER EL SIGNIFICADO DEL HECHO O DE PERSONAS QUE NO TENGAN CAPACIDAD DE RESISTIR LA CONDUCTA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAATEENVAPASNVAROAATEENVAPACNYYSNVAIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,INCOMPETENCIA
ROAAPOENRPCNVADODEBOIOFOCN,ROBO A PASAJERO EN RTP CON VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
"FNDES,M,L,C,T,CSYYOSDODEBOIOFOCN","FALSIFICACIÃN DE SELLOS, MARCAS, LLAVES, CUÃOS, TROQUELES, CONTRASEÃAS Y OTROS",DELITO DE BAJO IMPACTO,FUERO COMUN
ROAANOYYVOSNVADODEBOIOFOCN,ROBO A NEGOCIO Y VEHICULO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
DNDODEBOIOFOCN,DIFAMACION,DELITO DE BAJO IMPACTO,FUERO COMUN
RODEVOEOMNDODEBOIOFOCN,ROBO DE VEHICULO ELECTRICO MOTOPATIN,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAATAYYVOPOCNVAROAATACNYYSNVAIA,ROBO A TRANSPORTISTA Y VEHICULO PESADO CON VIOLENCIA,ROBO A TRANSPORTISTA CON Y SIN VIOLENCIA,INCOMPETENCIA
ROAATAYYVOPOSNVAROAATACNYYSNVAFOCN,ROBO A TRANSPORTISTA Y VEHICULO PESADO SIN VIOLENCIA,ROBO A TRANSPORTISTA CON Y SIN VIOLENCIA,FUERO COMUN
DOENPDAAILAAVSDECNDODEBOIOFOCN,DAÃO EN PROPIEDAD AJENA INTENCIONAL A VIAS DE COMUNICACION,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAAPOAABODEPOCOCNVAROAAPOAABODEMSCNYYSNVAIA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,INCOMPETENCIA
RODEVODESODETESNVARODEVOCNYYSNVAFOCN,ROBO DE VEHICULO DE SERVICIO DE TRANSPORTE SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,FUERO COMUN
ENDEPSDODEBOIOFOCN,EVASION DE PRESOS,DELITO DE BAJO IMPACTO,FUERO COMUN
P.ILDELAL.YYRODEVODODEBOIOFOCN,PRIV. ILEGAL DE LA LIB. Y ROBO DE VEHICULO,DELITO DE BAJO IMPACTO,FUERO COMUN
PODODEBOIOFOCN,PECULADO,DELITO DE BAJO IMPACTO,FUERO COMUN
PADELAVAPRAOHONODOHONODO,PERDIDA DE LA VIDA POR AHOGAMIENTO,HECHO NO DELICTIVO,HECHO NO DELICTIVO
SEDODEBOIOFOCN,SABOTAJE,DELITO DE BAJO IMPACTO,FUERO COMUN
RODEVODESOOLSNVARODEVOCNYYSNVAFOCN,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,FUERO COMUN
DHCOHONODOHONODO,DDH CERESO,HECHO NO DELICTIVO,HECHO NO DELICTIVO
ROAASLBASNVADODEBOIOFOCN,ROBO A SUCURSAL BANCARIA SIN VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
LYFLDEASDEFOYYESDODEBOIOFOCN,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS,DELITO DE BAJO IMPACTO,FUERO COMUN
LSCSAELLDODEBOIOFOCN,LESIONES CULPOSAS ACCIDENTE LABORAL,DELITO DE BAJO IMPACTO,FUERO COMUN
CNDESSPSDODEBOIOFOCN,COALICIÃN DE SERVIDORES PÃBLICOS,DELITO DE BAJO IMPACTO,FUERO COMUN
PODECODODEBOIOFOCN,PELIGRO DE CONTAGIO,DELITO DE BAJO IMPACTO,FUERO COMUN
RODEVODESOPOCNVARODEVOCNYYSNVAIA,ROBO DE VEHICULO DE SERVICIO PÃBLICO CON VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,INCOMPETENCIA
ROAAPOAABODEPOCOSNVAROAAPOAABODEMSCNYYSNVAIA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,INCOMPETENCIA
SOES(ACRROOOE)DODEBOIOFOCN,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÃN),DELITO DE BAJO IMPACTO,FUERO COMUN
ROAAOAPACNVAROAANOCNVAFOCN,ROBO A OFICINA PÃBLICA CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,FUERO COMUN
PADELAVAPRCNAAHONODOHONODO,PERDIDA DE LA VIDA POR CONGESTION ALCOHOLICA,HECHO NO DELICTIVO,HECHO NO DELICTIVO
LSISPRAABADODEBOIOIA,LESIONES INTENCIONALES POR ARMA BLANCA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
CODODEBOIOIA,COHECHO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
HSIS()HODOIA,HOMICIDIOS INTENCIONALES (OTROS),HOMICIDIO DOLOSO,INCOMPETENCIA
FOPRDODEAADEFOHODOFOCN,FEMINICIDIO POR DISPARO DE ARMA DE FUEGO,HOMICIDIO DOLOSO,FUERO COMUN
ROAATEENHLCNVADODEBOIOFOCN,ROBO A TRANSEUNTE EN HOTEL CON VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
AEAALSVSGSDECNDODEBOIOIA,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÃN,DELITO DE BAJO IMPACTO,INCOMPETENCIA
PADELAVAPRAAHONODOHONODO,PERDIDA DE LA VIDA POR ASFIXIA,HECHO NO DELICTIVO,HECHO NO DELICTIVO
FOPRGSHODOFOCN,FEMINICIDIO POR GOLPES,HOMICIDIO DOLOSO,FUERO COMUN
ASAALAPZPADODEBOIOFOCN,ATAQUES A LA PAZ PUBLICA,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAAPOENRPCNVADODEBOIOIA,ROBO A PASAJERO EN RTP CON VIOLENCIA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAARRYYVOCNVAROAARRCNYYSNVAIA,ROBO A REPARTIDOR Y VEHICULO CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,INCOMPETENCIA
AEAALSVSDECN(OAAVSOOMSDET)DODEBOIOIA,ATAQUE A LAS VIAS DE COMUNICACION (DAÃO A VIAS O MEDIOS DE TRANSPORTE),DELITO DE BAJO IMPACTO,INCOMPETENCIA
EOIODLPOD.DODEBOIOFOCN,EJERCICIO INDEBIDO DEL PROPIO DER.,DELITO DE BAJO IMPACTO,FUERO COMUN
ENDODEBOIOIA,EXTORSION,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ONDEAOOODECODODEBOIOIA,OMISION DE AUXILIO O DE CUIDADO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
DNDODEBOIOIA,DISCRIMINACION,DELITO DE BAJO IMPACTO,INCOMPETENCIA
FNOOANYYUOIODEDSDODEBOIOIA,FALSIFICACION O ALTERACION Y USO INDEBIDO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,INCOMPETENCIA
LSCSPRCADEVOENMODODEBOIOIA,LESIONES CULPOSAS POR CAIDA DE VEHÃCULO EN MOVIMIENTO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAASLBACNVAROAANOCNVAFOCN,ROBO A SUCURSAL BANCARIA CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,FUERO COMUN
ENDEMSDODEBOIOFOCN,EXPOSICION DE MENORES,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAAPOAABODETEPOSNVADODEBOIOIA,ROBO A PASAJERO A BORDO DE TRANSPORTE PÃBLICO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAARRSNVAROAARRCNYYSNVAIA,ROBO A REPARTIDOR SIN VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,INCOMPETENCIA
"ENLLDEM,PSCNDDFAOOMLYYASMSDODEBOIOIA","EXPLOTACIÃN LABORAL DE MENORES, PERSONAS CON DISCAPACIDAD FÃSICA O MENTAL Y ADULTOS MAYORES",DELITO DE BAJO IMPACTO,INCOMPETENCIA
EOIODODEBOIOFOCN,ENRIQUECIMIENTO ILICITO,DELITO DE BAJO IMPACTO,FUERO COMUN
LSCSAELLDODEBOIOIA,LESIONES CULPOSAS ACCIDENTE LABORAL,DELITO DE BAJO IMPACTO,INCOMPETENCIA
RODEASDEAODODEBOIOIA,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
HOCOFADLDF()DODEBOIOIA,HOMICIDIO CULPOSO FUERA DEL D.F (ATROPELLADO),DELITO DE BAJO IMPACTO,INCOMPETENCIA
HOCOPRTOVR()DODEBOIOIA,HOMICIDIO CULPOSO POR TRÃNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAATESODLCOCNVAROAACESODLCOCNVAIA,ROBO A TRANSEUNTE SALIENDO DEL CAJERO CON VIOLENCIA,ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA,INCOMPETENCIA
IODODEBOIOFOCN,INCESTO,DELITO DE BAJO IMPACTO,FUERO COMUN
AODODEBOIOIA,ABORTO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
"P,ANDAYYDAOADODEBOIOFOCN","PANDILLA, ASOCIACIÃN DELICTUOSA Y DELINCUENCIA ORGANIZADA",DELITO DE BAJO IMPACTO,FUERO COMUN
RODEMACNVARODEVOCNYYSNVAFOCN,ROBO DE MAQUINARIA CON VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,FUERO COMUN
RDPLYYTADODEBOIOIA,RESPONSABILIDAD PROFESIONAL Y TECNICA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
CAELEOCLDODEBOIOFOCN,CONTRA EL ESTADO CIVIL,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAATESODLBOCNVAROAACESODLCOCNVAIA,ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA,ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA,INCOMPETENCIA
DOENPDAACAPRTOVRAAALDODEBOIOIA,DAÃO EN PROPIEDAD AJENA CULPOSA POR TRÃNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAACAHNSNVADODEBOIOIA,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
COVODODEBOIOFOCN,CONTAGIO VENERERO,DELITO DE BAJO IMPACTO,FUERO COMUN
AODEADYYUOILDELAFAPADODEBOIOIA,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
TODEISDODEBOIOFOCN,TRAFICO DE INFANTES,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAANOCNVAPRFS(SDEC)ROAANOCNVAFOCN,ROBO A NEGOCIO CON VIOLENCIA POR FARDEROS (TIENDAS DE CONVENIENCIA),ROBO A NEGOCIO CON VIOLENCIA,FUERO COMUN
RODECSDETSSVDODEBOIOFOCN,ROBO DE CONTENEDORES DE TRAILERS S/V,DELITO DE BAJO IMPACTO,FUERO COMUN
DNFADEPSDODEBOIOFOCN,DESAPARICION FORZADA DE PERSONAS,DELITO DE BAJO IMPACTO,FUERO COMUN
HOCOCNESDERDDODEBOIOFOCN,HOMICIDIO CULPOSO CON EXCLUYENTES DE RESPONSABILIDAD,DELITO DE BAJO IMPACTO,FUERO COMUN
LSISDODEBOIOIA,LESIONES INTENCIONALES,DELITO DE BAJO IMPACTO,INCOMPETENCIA
PNDELALDPL(RAOS)DODEBOIOFOCN,PRIVACION DE LA LIBERTAD PERSONAL (REALIZAR ACTO SEXUAL),DELITO DE BAJO IMPACTO,FUERO COMUN
DOENPDAAILAAVSDECNDODEBOIOIA,DAÃO EN PROPIEDAD AJENA INTENCIONAL A VIAS DE COMUNICACION,DELITO DE BAJO IMPACTO,INCOMPETENCIA
OSDSDODEBOIOFOCN,OTROS DELITOS,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAACAHNYYVOCNVAROAACAHNCNVAIA,ROBO A CASA HABITACION Y VEHICULO CON VIOLENCIA,ROBO A CASA HABITACIÃN CON VIOLENCIA,INCOMPETENCIA
"F,CNYYUOIODEISYYUSDODEBOIOFOCN","FABRICACION, COMERCIALIZACION Y USO INDEBIDO DE INSIGNIAS Y UNIFORMES",DELITO DE BAJO IMPACTO,FUERO COMUN
CAIADODEBOIOIA,COBRANZA ILEGITIMA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
MNDODEBOIOFOCN,MOTIN,DELITO DE BAJO IMPACTO,FUERO COMUN
LODODEBOIOFOCN,LENOCINIO,DELITO DE BAJO IMPACTO,FUERO COMUN
"ROENESMS(,C,RSYYA)SVDODEBOIOIA","ROBO EN EVENTOS MASIVOS (DEPORTIVOS, CULTURALES, RELIGIOSOS Y ARTISTICOS) S/V",DELITO DE BAJO IMPACTO,INCOMPETENCIA
SOES(ACRROOOE)DODEBOIOIA,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÃN),DELITO DE BAJO IMPACTO,INCOMPETENCIA
RODETODEVS()CNVAROAANOCNVAFOCN,ROBO DURANTE TRASLADO DE VALORES (NOMINA) CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,FUERO COMUN
ROAATEAABODETIPOYYPOSNVADODEBOIOIA,ROBO A TRANSEUNTE A BORDO DE TAXI PUBLICO Y PRIVADO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
CAELCODELAONAADODEBOIOIA,CONTRA EL CUMPLIMIENTO DE LA OBLIGACION ALIMENTARIA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROENIRDEEA()CNVAROAANOCNVAFOCN,ROBO EN INTERIOR DE EMPRESA (NOMINA) CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,FUERO COMUN
DOENPDAAILDODEBOIOIA,DAÃO EN PROPIEDAD AJENA INTENCIONAL,DELITO DE BAJO IMPACTO,INCOMPETENCIA
RODEPADEALDODEBOIOIA,ROBO DE PLACA DE AUTOMOVIL,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAANO()YYVOCNVAROAANOCNVAFOCN,ROBO A NEGOCIO (NOMINA) Y VEHICULO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,FUERO COMUN
ONAAQESEEEAAOAOOTOPSDODEBOIOFOCN,OPOSICION A QUE SE EJECUTE ALGUNA OBRA O TRABAJO PUBLICOS,DELITO DE BAJO IMPACTO,FUERO COMUN
PODODEBOIOIA,PECULADO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
BADODEBOIOFOCN,BIGAMIA,DELITO DE BAJO IMPACTO,FUERO COMUN
NOPNSEDODEBOIOIA,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,INCOMPETENCIA
DSCALASDDODEBOIOFOCN,DELITOS CONTRA LA SALUD,DELITO DE BAJO IMPACTO,FUERO COMUN
"P,ANDAYYDAOADODEBOIOIA","PANDILLA, ASOCIACIÃN DELICTUOSA Y DELINCUENCIA ORGANIZADA",DELITO DE BAJO IMPACTO,INCOMPETENCIA
PNDELALDPL((SILADODE24H)DODEBOIOFOCN,PRIVACIÃN DE LA LIBERTAD PERSONAL  ( SI LIBERA DENTRO DE 24 HORAS),DELITO DE BAJO IMPACTO,FUERO COMUN
ROAACAHNYYVOCNVAROAACAHNCNVAFOCN,ROBO A CASA HABITACION Y VEHICULO CON VIOLENCIA,ROBO A CASA HABITACIÃN CON VIOLENCIA,FUERO COMUN
RODEMAAATACVROAATACNYYSNVAIA,ROBO DE MERCANCIA A TRANSPORTISTA C/V,ROBO A TRANSPORTISTA CON Y SIN VIOLENCIA,INCOMPETENCIA
ROENIRDEEA()SNVADODEBOIOFOCN,ROBO EN INTERIOR DE EMPRESA (NOMINA) SIN VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
VNTAEAPRCOVNFOCN,VIOLACION TUMULTUARIA EQUIPARADA POR CONOCIDO,VIOLACIÃN,FUERO COMUN
