id,clee,nom_estab,raz_social,codigo_act,telefono,correoelec,latitud,longitud,fecha_alta,ID Centro comercial,ID Municipio
7255340,09014621115000091000000000U6,CLINICA PARA LA MUJER EVVA,,621115,,ADRIANA@CLINICA-EVVA.COM.MX,19.38859858,-99.16859028,2019-11,OS58EOCLYYDESS3100.0,9014
6861345,09010561330000433001000000U5,SERVIUNO,SERVIUNO SA DE CV,561330,,,19.36500102,-99.25963351,2019-04,PKPAIIEOCLYYDESS1210.0,9010
7445169,09016722515005371000000000U1,TEHUAJE ASADERO,,722515,,,19.40497716,-99.19397692,2019-11,nnnn11380.0,9016
9045273,09005621111007381000000000U1,CONSULTORIO MEDICO FAMILIAR,,621111,,,19.5410073,-99.13962385,2019-11,PASOCOYYPACL7209.0,9005
852110,09015461130012691000000000U8,FRUTAS Y LEGUMBRES,,461130,,,19.45989831,-99.13011339,2014-12,MOBNMOPO6220.0,9015
6733606,31050434111000461010003873S3,AGROQUÍMICA TRIDENTE SA DE CV,AGROQUIMICA TRIDENTE SA DE CV,325320,,TRIDENTE@PRODIGY.MX,19.40180964,-99.14115141,2016-10,nnnn3400.0,9014
636531,09005811491000671000000000U8,CERRAJERIA VICTOR,,811491,,,19.54910713,-99.14241969,2010-07,nnnn7200.0,9005
9045328,09005621320000681000000000U8,CENTRO VISUAL FIGUEROA,,621320,,,19.52484061,-99.1420006,2019-11,nnnn7280.0,9005
7732360,09015332320002141000000000U0,CONSTRUSERVICIO HERRERIA,,332320,5529307812.0,,19.41359112,-99.15650631,2019-11,nnnn6700.0,9015
9230601,09016522460000582000000000U9,CORPORACION FINANCIERA DE ARRENDAMIENTO,CORPORACION FINANCIERA DE ARRENDAMIENTO SA DE CV SOFOM ENR,522460,,,19.42685732,-99.20469403,2020-04,nnnn11000.0,9016
1018937,09015465311013051000000000U6,CALCULADORAS Y PAPELERÍA AXEL,,465311,,,19.42814285,-99.13239841,2010-07,PAMSCOYYPACL6090.0,9015
828077,09007464111004271000000000U3,FARMACIA YOSELIN,,464111,,,19.33830202,-98.98618077,2010-07,nnnn9630.0,9007
877270,09015722212019681000000000U3,TAQUERIA EL PAISA,,722514,,,19.44835992,-99.15446027,2010-07,MIEOEOCLYYDESS6400.0,9015
9339991,09007467115019241000000000U7,PRODUCTOS DE LIMPIEZA JOGA CLEAN,,467115,,,19.35342699,-99.05245361,2021-05,nnnnnan,9007
9082117,09014722514005851000000000U0,TACOS DE SUADERO,,722514,71225898455.0,,19.40111069,-99.13732954,2019-11,nnnn3400.0,9014
911505,09003461110025691000000000U1,TIENDA DE ABARROTES LA SUPER,,461110,5521868196.0,,19.32067809,-99.12942446,2014-12,nnnn4830.0,9003
1054079,09010311830002531000000000S6,TORTILLERIA LA 21,,311830,,,19.37366622,-99.20662311,2010-07,nnnn1400.0,9010
743319,09017722511001011010000000U4,ANTOJITOS MEXICANOS MAURO,,722513,,,19.41793821,-99.07415307,2014-12,MOPNOOCO15670.0,9017
1013466,09015467111005191000000000U2,TLAPALERIA LA BARATA,,467111,5555663019.0,ERNIVELAGA@HOTMAIL.COM,19.4404079,-99.14846609,2010-07,nnnn6350.0,9015
7643179,09009468211000841000000000U7,DISTRIBUIDORA DE HULES,,468211,,,19.19034728,-99.0828272,2019-11,nnnn12300.0,9009
635060,09005466111000541000000000U5,MUEBLERIA LA GIRALDA,,466111,5553062121.0,,19.55803854,-99.13464872,2010-07,nnnn7100.0,9005
7816704,09006461110026731000000000U7,MISCELANEA LA ZORRITA,,461110,,,19.38579071,-99.09343757,2019-11,nnnn8030.0,9006
689475,09016519122000082011000000U1,CENDI NUM 1 NIÑOS HEROES DE CHAPULTEPEC,SECRETARIA DE LA DEFENSA NACIONAL ,611112,,CE.09NDI0062V@GMAIL.COM,19.43427838,-99.22141986,2014-12,nnnn11600.0,9016
7718385,09003812110020001000000000U4,ESTETICA DREAM,,812110,,,19.31264517,-99.15436906,2019-11,nnnn4600.0,9003
7732849,09015722515009251000000000U3,MAGIO FILM CAFE,,722515,,MAGIOFILMCAFE@GMAIL.COM,19.42026218,-99.17432336,2019-11,nnnn6700.0,9015
650001,09017811491001031000000000U9,CERRAJERIA,,811491,,,19.44687744,-99.0921985,2010-07,MOPOASSNMOPO15430.0,9017
908358,09003466212001991010000000U2,BISUTERIA ELECTRONICA Y REGALOS,,463215,,,19.3422506,-99.1407449,2014-12,nnnn4200.0,9003
941282,09013722513000811000000000U3,VENTA DE ANTOJITOS,,722513,,,19.26030445,-99.13059058,2014-12,nnnn16100.0,9013
1027432,09009611112000032000000000U9,JARDIN DE NIÑOS XICOMULCO,SECRETARIA DE EDUCACION PUBLICA ,611112,5525949424.0,E09DJN0291D@AEFC.GOB.MX,19.20225048,-99.06863108,2010-07,nnnn12250.0,9009
7769635,09005461110087802000000000U4,ABARROTES Y CREMERIA IVAN,,461150,,,19.52989327,-99.14146194,2019-11,nnnn7250.0,9005
8602492,09003811492000371000000000S8,MOTO RM,,811492,,,19.31069087,-99.16274414,2019-11,nnnn4300.0,9003
803297,09007812210007651000000000S2,TINTORERIA Y LAVANDERIA LEMOLI,,812210,,,19.34815672,-99.06307468,2010-07,nnnn9260.0,9007
758877,09007722515002713001000000U6,COOPERATIVA ESCOLAR GABRIELA MISTRAL,,722515,,,19.3922506,-99.04426055,2010-07,MOJNDELABAMOPO9100.0,9007
7733179,09015434225007591000000000U9,ELECTRICA GARCIA,,434225,,,19.41429829,-99.1459988,2019-11,MOHOMOPO6720.0,9015
961625,09014621211002731000000000U2,CONSULTORIO DENTAL,,621211,5555598051.0,,19.38361418,-99.16159734,2010-07,nnnn3100.0,9014
678080,09005464111008241000000000S6,NUEVA FARMACIA GI,,464111,,,19.45647473,-99.0910381,2014-12,nnnn7969.0,9005
752576,09005461110023311000000000U3,LA VENTANITA,,461110,,,19.50028983,-99.10111124,2010-07,nnnn7080.0,9005
750311,09007461140001901000000000U0,TIENDA DE CHILES SECOS Y SEMILLAS LA FLOR DE APTOPAN,,461140,,,19.36143509,-99.09505021,2010-07,nnnn9000.0,9007
1005219,09012611112000142001000000U0,JARDIN DE NIÑOS ANA MARÍA NAVARRO BECERRA TURNO VESPERTINO,SECRETARIA DE EDUCACION PÚBLICA ,611112,,E09DJN0240X@SEPDF.GOB.MX,19.27417921,-99.17246595,2010-07,nnnn14430.0,9012
6956473,09005465912009161000000000U5,NOVEDADES PEQUES,,465912,,,19.48403157,-99.07058448,2019-11,PAMOPO7550.0,9005
9000079,09005461122009761000000000U2,POLLERIA SIN NOMBRE,,461122,,,19.46975669,-99.10404304,2019-11,nnnn7830.0,9005
795700,09005463211006011000000000U4,BONETERIA SIN NOMBRE,,463212,,,19.45600312,-99.1044691,2010-07,10DEMOMOPO7890.0,9005
9085728,09017461121013233000000000U3,CARNES SUPREMAS MI ANGEL SA DE CV LOCAL A,,461121,,,19.44941804,-99.11238447,2019-11,nnnn15300.0,9017
8327218,09015541810006113000000000U2,THINKING SOCIAL,,541810,5591308833,ANTONIO@THINKINGSOCIAL.MX,19.40589094,-99.17003939,2019-11,SNNEEOCLYYDESS6100.0,9015
775044,09016466111000681001049892S6,MUEBLERIA ENDOMEX,ENDOMEX SA DE CV,466111,,,19.40510041,-99.18496804,2010-07,nnnn11870.0,9016
7904114,09007463215002801000000000U9,ACCESORIOS NIKKY MODA,,463215,,EFRAINYROMEO@YAHOO.COM.MX,19.35688497,-99.08632153,2019-11,nnnn9360.0,9007
715940,09007466212004482001000000U0,CENTRALCEL,,466212,5556007751.0,,19.37163601,-99.0948138,2014-12,CLDEASFSYYLSCLDEAO9410.0,9007
734352,09007722518005331000000000U8,COCINA ECONOMICA LA HIDALGUENSE,,722518,,,19.33952757,-99.04406669,2014-12,nnnn9700.0,9007
8706995,09009561432002271000000000U3,INTERNET JIMENEZ,,561432,5588003847.0,,19.21540972,-98.98819634,2019-11,nnnn12100.0,9009
7727738,09007312112011501000000000U6,PURIFICADORA ANGELES,,312112,,,19.38866487,-99.04796511,2019-11,CNEOZAMOPO9220.0,9007
8848349,09013722513002521000000000U6,ANTOJITOS LUIS DANIEL,,722513,,,19.25921904,-99.03664261,2019-11,nnnn16610.0,9013
959762,09014812210001651000000000U4,TINTORERIA PINOCHO,,812210,,,19.390863,-99.1592329,2010-07,nnnn3020.0,9014
802208,09005468211002441000000000U2,REFACCIONES NAVA,,468211,5557518776.0,RUBENHERNANDEZ63@PRODIGY.NET.MX,19.46429351,-99.1024649,2010-07,nnnn7879.0,9005
662224,09017621211001001000000000U4,CONSULTORIO DENTAL,,621211,,,19.42933672,-99.09340797,2010-07,nnnn15530.0,9017
735689,09007722515005321000000000U5,ESCUELA SECUNDARIA TECNICA 113 COOPERATIVA MATUTINO,,722515,,,19.33513569,-99.04148422,2014-12,nnnn9700.0,9007
960177,09014812110011321000000000U4,ENNVY TOP HAIR & MAKE UP,,812110,,ENVVYSALOON@HOTMAIIL.COM,19.39208315,-99.15643984,2010-07,nnnn3020.0,9014
965786,09014812110003881000000000U7,PELUQUERIA BLANQUITA,,812110,,,19.37344937,-99.14279881,2010-07,nnnn3660.0,9014
768911,09017722518000071000000000S4,BODEGA DE DESECHABLE DE MIGAS DON ARNULFO SIN NOMBRE,,722518,,,19.42735209,-99.12306378,2010-07,MOMDCSMOPO15810.0,9017
849455,09012811111004511000000000U2,TALLER MECANICO SERVICIO HERNÁNDEZ,,811111,5556301183.0,,19.29374089,-99.23534786,2010-07,nnnn14100.0,9012
8550719,09010541510001112000000000U6,PTV AMERICA LATINA,PTV AMERICA LATINA SA DE CV,541510,,INFO.AL@PTVGROUO.COM,19.33997744,-99.19179045,2019-11,17EOCLYYDESS1000.0,9010
909652,09003812210005321000000000U3,TINTORERIA Y PLANCHADURIA BUÚL-CHUÚL,,812210,,,19.30599627,-99.11136432,2014-12,nnnn4939.0,9003
9307575,09007464111021043000000000U5,FARMACIA SIMILARES,FARMACIA SIMILARES ,464111,,,19.31087735,-99.08003502,2020-11,nnnn9920.0,9007
1018557,09012337120003002000000000U9,CARPINTERIA DISEÑO Y PUNTO,,337120,,,19.24080367,-99.14872859,2010-07,nnnn14470.0,9012
8306055,09007811192002881000000000U1,LAVA AUTOS SIN NOMBRE,,811192,,,19.30438526,-99.0871466,2019-11,PACLDSDEVACOYYPACL9920.0,9007
6316535,09008722211000011001003396S1,MC DONALS SAN JERÓNIMO,RESTAURANTES ADMX S DE RL DE CV,722516,,,19.3269449,-99.21296503,2010-07,nnnn14000.0,9008
8622876,09007463215002591000000000U6,NOVEDADES Y COSMETICOS MAYA,,463215,5614671125.0,,19.32847712,-98.9704523,2019-11,nnnn9637.0,9007
8706711,09011468311000181000000000U2,REFACCIONARIA DE MOTOCICLETAS MOTOZONI,,468311,,,19.22503769,-98.9671486,2019-11,PAHOCOYYPACL13640.0,9011
1012890,09008812110000151000000000U0,CH HAIR & NAILS CARE,,812110,5566187949.0,,19.3056037,-99.24974665,2010-07,nnnn10640.0,9008
730221,09007461110114271000000000U5,MISCELANEA LORE,,461110,,,19.38541072,-99.05673403,2014-12,nnnn9220.0,9007
9166464,09015621112000207000000000U2,SERVICIOS DE SALUD PUBLICA DEL DISTRITO FEDERAL,SERVICIOS DE SALUD PUBLICA DEL DICTRITO FEDERAL ,622112,,,19.41734129,-99.13196064,2019-11,nnnn6820.0,9015
966607,09014812110011261000000000U2,IMAGE AND DREAMS NAILS,,812110,5552937055.0,CLAUDIAAMSA@HOTMAIL.COM,19.38033029,-99.14331315,2010-07,nnnn3630.0,9014
671256,09005624191002592000000000U7,ALCOHÓLICOS ANÓNIMOS GRUPO ARBOLILLO,ALCOHÓLICOS ANÓNIMOS ,624191,,,19.5270763,-99.14693761,2014-12,nnnn7269.0,9005
6308908,09006335220000054000000000U5,RR REFRIGERACIÓN INDUSTRIAL APLICADA SA DE CV,RR REFRIGERACIÓN INDUSTRIAL APLICADA SA DE CV,435319,,MFRANCO@RRREFRIGERACION.COM.MX,19.39303738,-99.08003842,2010-07,nnnn8500.0,9006
8322332,09007461160019101000000000U5,DULCERIA,,461160,,,19.38110006,-99.07208752,2019-11,nnnn9310.0,9007
821906,09007611181000021000000000U1,ESTANCIA INFANTIL QUETZAL,,624411,,,19.34553945,-98.99917454,2010-07,nnnn9690.0,9007
1053874,09012461130000891000000000U5,ABARROTES LA VIRGEN,,461110,,,19.21444422,-99.21184845,2010-07,nnnn14710.0,9012
1040085,09015465912011051000000000U3,ARTESANIAS,,465915,,,19.43043962,-99.14304453,2010-07,MODEASYYCSMSDESNJNSNJNDSMOPO6070.0,9015
8458342,09014468311000481000047320M0,MOTO TOUR MEXICO EXPERIENCE,MOTO TOUR MEXICO EXPERIENCE SA DE CV,468311,,,19.3879142,-99.18228947,2019-11,nnnn3800.0,9014
9043151,09016522460000472000021245S3,CASH APOYO EFECTIVO TACUBA,CAPITAL SAPI DE CV SOFOM ENR,522460,,,19.45973046,-99.18589884,2019-11,nnnn11410.0,9016
828113,09007611122001493000000000U5,ESCUELA PRIMARIA TETLALMANCHE,,611122,,E09DPR5106P@SEPDF.GOB.MX,19.34023637,-98.9935042,2010-07,nnnn9630.0,9007
834431,09007722212010801000000000U3,COCINA KARY,,722511,,,19.31517831,-99.07065561,2010-07,nnnn9780.0,9007
949674,09009461122000881010000000U9,TORTILLERIA SANTA MARTHA,,311830,,,19.19443516,-99.02359298,2014-12,nnnn12000.0,9009
1039146,09010461160002911000000000U0,DULCERIA,,461160,,,19.32593982,-99.26126769,2014-12,nnnn1860.0,9010
825903,09007461110058931000000000U2,TDA LA MODERNA,,461110,,,19.34905186,-99.03129958,2010-07,nnnn9500.0,9007
6315296,09014462111000186000008292S5,CENTROS COMERCIALES SORIANA SUCURSAL 250 MIXCOAC,TIENDAS SORIANA SA DE CV,462111,,,19.38418071,-99.18775232,2010-07,nnnn3910.0,9014
7153343,09006722515003112000000000U2,COOPERATIVA PLAN DE GUADALUPE ESCUELA PRIMARIA JUAN DE LA LUZ VESPERTINO,COOPERATIVA PLAN DE GUADALUPE ESCUELA PRIMARIA JUAN DE LA LUZ VESPERTINO SC,722515,,,19.41741991,-99.0641042,2019-11,nnnn8100.0,9006
884123,09014813210000281001000000U0,IGLESIA SAN JUAN EVANGELISTA Y NUESTRA SEÑORA DE GUADALUPE,PARROQUIA JOSEFINA DE SAN JUAN EVANGELISTA AR,813210,5555631261.0,,19.37757007,-99.182217,2010-07,nnnn3740.0,9014
9192322,09005461110089241000000000U3,MISCELANEA LUPITA,,461110,,,19.55483384,-99.15228899,2019-11,nnnn7210.0,9005
7728972,09012461110043891000000000U6,ABARROTES LA VENTANITA,,461110,,,19.30051801,-99.17866069,2019-11,nnnn14030.0,9012
8583913,09003812110018781000000000U5,TAILOR MADE BEAUTY & SPA,,812110,5566309541.0,CONTACTO@TAILORMADE.COM.MX,19.30961095,-99.13584624,2019-11,FSPACOYYPACL4850.0,9003
7904205,09007621211014241000000000U2,CONSULTORIO DENTAL,,621211,5512029664.0,,19.34762942,-99.07620657,2019-11,nnnn9830.0,9007
8706897,09013434211001341000000000U0,MATERIALES SALDAÑA,,434211,5532274322,,19.25211175,-99.01278508,2019-11,nnnn16750.0,9013
6419733,09014611151000013001000000U7,COLEGIO NACIONAL DE CAPACITACION INTESIVA SC MIXCOAC,COLEGIO NACIONAL DE CAPACITACION INTESIVA  SC,611151,,,19.37145858,-99.18800844,2010-07,nnnn3910.0,9014
652320,09002461110016391000000000U1,MISCELANEA MARGARITA,,461110,,,19.47602647,-99.20958433,2010-07,nnnn2750.0,9002
920761,09004621113001881000000000U5,CONSULTORIO MEDICO,,621113,,,19.3599459,-99.28177166,2014-12,"HCSAFEH,COMOOOCA5348.0",9004
766353,09005461122006061000000000U0,POLLERIA LEO,,461122,,,19.50113158,-99.08558511,2010-07,VEGOMOPO7420.0,9005
673811,09005812910000291000000000U3,IRAOLA STUDIO FOTOGRAFICO,,812910,5557549372.0,,19.49592882,-99.12587459,2014-12,nnnn7300.0,9005
688503,09016332320000741000000000U7,HERRERÍA JORGE,,332320,,,19.45352304,-99.20107139,2014-12,nnnn11289.0,9016
7628328,09013722511001311000000000U7,VENTA DE DESAYUNOS SIN NOMBRE,,722511,,,19.26148144,-99.10468491,2019-11,MO37AOMOPO16070.0,9013
8257923,09007812110056391000000000U7,UÑAS,,812110,,,19.33186898,-99.05667223,2019-11,nnnn9750.0,9007
8139338,09007722511004471000000000U8,RESTAURANT MARIQUITA,,722511,5523318741,,19.35251122,-99.03756566,2019-11,nnnn9570.0,9007
9219805,09007461160024461000000000U6,DULCERIA VUELTAS Y REVUELTAS,,461160,,,19.33411612,-99.05677268,2019-11,nnnn9720.0,9007
7643036,09009813230000211000000000U5,SIUAJ IJIYOTEOLT,,813230,,,19.19485839,-99.09577956,2019-11,nnnn12300.0,9009
8306275,09007812110047281000000000U2,STUDIO JADE,,812110,,,19.31592082,-99.06041444,2019-11,nnnn9080.0,9007
798089,09005722515000981010000000U5,NOVEDADES Y REGALOS,,465912,,,19.4805548,-99.10246709,2014-12,PASNJNCOYYPACL7460.0,9005
705499,09017461130021431000000000U4,VENTA DE FRUTA,,461130,5521985829.0,,19.40873735,-99.12578055,2014-12,JAVEMOPO15800.0,9017
6308256,09005311830007451000004168S2,INDUSTRAS DEL MAIZ PUEBLA LA VILLA,INDUSTRIAS DEL MAIZ PUEBLA SA DE CV,311830,,M.PUEBLA@IMPSACV.COM,19.48433619,-99.11959343,2010-07,nnnn7020.0,9005
8228703,09016465915000491000000000U5,JOYERIA DE FANTASIA Y ARTESANIA MEXICANA,,465915,,,19.42319905,-99.1843599,2019-11,nnnn11100.0,9016
1012232,09008461110001471000000000U5,MISCELANEA LA SOLEDAD,,461110,,,19.29707238,-99.24553389,2010-07,nnnn10900.0,9008
791022,09007461110009281000000000U2,ABARROTES AYALA,,461110,,,19.35710377,-99.06551116,2010-07,nnnn9243.0,9007
723206,09007812110037161000000000U8,ESTETICA FHASHION,,812110,,,19.35159795,-99.08402605,2014-12,nnnn9830.0,9007
6787203,09005517210000222000002848S1,AT&T,ATT COMUNICACIONES DIGITALES S DE RL DE CV,517312,,,19.54157911,-99.14597778,2017-03,nnnn7280.0,9005
7721923,09013461190002891000000000U5,ARTICULOS VARIOS SIN NOMBRE,,461190,,,19.23947792,-99.14507118,2019-11,nnnn16240.0,9013
9207760,09017531113001742000000000U0,SALON DE FIESTAS INFANTILES MONKEYS & PLAY GROUND,,531113,5542898281,,19.41557801,-99.10357388,2019-11,nnnn15900.0,9017
8714918,09013466312033641000000000U2,VIVERO IZCHEL,,466312,5562120274.0,,19.29979101,-99.10016239,2019-11,MODEPSCOMOPO16036.0,9013
957393,09014337120000301000000000U4,CARPINTERIA Y EBANISTERIA,,337120,5556392226.0,,19.3981185,-99.15880603,2010-07,nnnn3020.0,9014
663985,09017465311005932001000000U3,LIBRERIA Y PAPELERIA REYES,,465311,5557585251,,19.42776491,-99.05659496,2010-07,nnnn15660.0,9017
818645,09007321910001931000000000U3,CARPINTERIA LUNAS,,321910,,,19.34211756,-99.06882828,2010-07,nnnn9830.0,9007
6821562,09005522110003171000000000U2,CAJERO AUTOMÁTICO INBURSA,BANCO INBURSA ,522110,,,19.4906753,-99.1328968,2018-03,nnnn7300.0,9005
9114211,09012461150002661000000000U8,CREMERIA Y SALCHICHONERIA ALEX,,461150,,,19.2717911,-99.1821149,2019-11,nnnn14420.0,9012
931563,09008467115000651000000000U6,ACEITES LUBRICANTES Y JARCIERIA,,467115,,,19.30349661,-99.25062659,2014-12,nnnn10640.0,9008
817168,09007467111000381000000000U1,TLAPALERIA Y FERRETERIA EL FUSIBLE,,467111,5554294062.0,,19.3382015,-99.0060346,2010-07,nnnn9640.0,9007
673118,09005812990001111000000000U4,ESOTERICA R,,812990,5559261445.0,ANALERIS@HOTMAIL.COM,19.50079338,-99.12655014,2014-12,nnnn7300.0,9005
876466,09014621113001771000000000U7,CONSULTORIO MEDICO OTORRINOLARINGOLOGIA,,621113,5555983102,,19.38336463,-99.17728491,2010-07,PAIAEOCLYYDESS3710.0,9014
8564749,09010466410000951000000000U2,BAZAR DE ARTICULOS USADOS Y HERRAMIENTAS,,466410,,,19.33694503,-99.20162426,2019-11,nnnn1070.0,9010
1031845,09013467111000581000000000U4,MATERIALES PARA CONSTRUCCION,,467111,,,19.23200986,-99.12009163,2010-07,nnnn16800.0,9013
922173,09004812110003031000000000U0,ESTETICA KAREN,,812110,,,19.33130627,-99.32593173,2014-12,nnnn5410.0,9004
759438,09005621211007891000000000U7,CONSULTORIO DENTAL,,621211,,,19.50277651,-99.09172292,2010-07,nnnn7410.0,9005
7760796,09003722411000071000000000U2,SALON DE FIESTAS REDIVERTIDO,,722411,,HOLA@DIVERTIDO.COM,19.33569388,-99.12824591,2019-11,nnnn4420.0,9003
8306937,09007465311039171000000000U9,PAPELERIA MARILU,,465311,,,19.31548381,-99.0693964,2019-11,nnnn9790.0,9007
713470,09007812110030061000000000U7,ESTETICA UNISEX,,812110,5565650487.0,,19.36898383,-99.11916145,2014-12,MO18SRPRMOPO9060.0,9007
931669,09008465313000201000000000U3,PUESTO DE PERIODICOS,,465313,,,19.30241752,-99.24572013,2014-12,nnnn10910.0,9008
9162706,09006621211004671000000000U4,CONSULTIORIO DENTAL,,621211,,,19.39100579,-99.11745949,2019-11,nnnn8600.0,9006
8625455,09015463111009092000000000U2,PLASTICOS Y TELAS GOMITA,,463111,5537926823.0,,19.43962627,-99.12448767,2019-11,nnnn6200.0,9015
1000367,09003461110021401000000000U9,ABARROTES EL 4 DE OROS,,461110,,,19.32242853,-99.15110218,2010-07,nnnn4300.0,9003
8681296,09013466312030871000000000U8,VIVERO EL MANANTIAL,,466312,555511305788.0,,19.29979101,-99.10016239,2019-11,MODEPSCOMOPO16036.0,9013
9361952,09007461160024601000000000U7,DULCERIA SIN NOMBRE,,461160,,,19.33709976,-99.0477034,2021-05,nnnn9750.0,9007
723444,09007465311037541000000000U5,PAPELERIA EL TREBOL,,465311,,,19.34605482,-99.07270134,2014-12,nnnn9830.0,9007
8337796,09015463211079141000000000U0,VENTA DE TRAJES SIN NOMBRE,,463214,5591047172.0,,19.44393251,-99.13781934,2019-11,PARNIICOYYPACL6200.0,9015
991658,09003811493000161000000000U1,TALLER DE BICICLETAS SERVICIO REYES,,811493,,,19.33912959,-99.11573003,2010-07,nnnn4260.0,9003
6306606,09017461110006321021002103S8,MTTA05DELIMART KIOSCO 4,PLAZA COMERCIAL ORIENTE SA DE CV,462112,,JSOSAO@GRUPOADO.COM.MX,19.42873084,-99.1128468,2010-07,nnnn15390.0,9017
836621,09007464111004321000000000U6,FARMACIA DEL MERCADO,,464111,,FARMACIADELMERCADO@LIVE.COM,19.33691466,-99.05790842,2010-07,nnnn9720.0,9007
1033883,09010467115000101000000000U8,JARCIERIA SER-CAL,,467115,,,19.37560301,-99.22254142,2010-07,nnnn1290.0,9010
9107799,09017461213003011000000000U0,DULCES JULIAN,,461213,5516182537.0,,19.41906803,-99.096693,2019-11,nnnn15010.0,9017
9125738,09013461110043221000000000U4,ABARROTES ELMAX RENDIDOR,,461110,,,19.19767428,-99.12134135,2019-11,nnnn16900.0,9013
7268454,09006461110026222000000000U7,LOS DIABLITOS,,461110,,,19.39910726,-99.07785662,2019-11,nnnn8500.0,9006
1001114,09015316212000061000000000U1,LA CASA DE LA PANTUNFLA,,316212,,DUDHEL6@HOTMAIL.COM,19.43785799,-99.13536602,2010-07,nnnn6010.0,9015
8646663,09016464111002941000000000U4,PRODUCTOS NATURISTAS Y SUPLEMENTOS ALIMENTICIOS,,464113,5554023527.0,,19.45784414,-99.20741083,2019-11,MOZOMOPO11230.0,9016
997120,09003461110018981000000000U5,MISCELANEA LA GUERA,,461110,,,19.32691076,-99.16718673,2010-07,nnnn4369.0,9003
9182130,09010311830006961000000000U1,TORTILLERIA    SIN   NOMBRE,,311830,5516787666.0,,19.3723422,-99.23784132,2019-11,nnnn1290.0,9010
825522,09007722518002491000000000U3,COCINA ECONOMICA SIN NOMBRE,,722518,,,19.3580364,-99.03472207,2010-07,nnnn9570.0,9007
8458997,09015434222000881000021083M8,CHEMICAL ADDITIVES DE MEXICO,CHEMICAL ADDITIVES DE MEXICO SA DE CV,434222,,ANDRESCP@YAHOO.COM,19.43414893,-99.15445494,2019-11,nnnn6030.0,9015
1047431,09015468211007901010000000U9,DISTRIBUIDORA DE ARTICULOS DE TAPICERIA,,463111,,,19.44089985,-99.12551161,2014-12,nnnn6200.0,9015
762018,09007311830010791000000000U2,TORTILLERIA LUCERO,,311830,,,19.38111453,-99.05356204,2010-07,nnnn9220.0,9007
998894,09015463211044271000000000U7,SHERLIN,,463211,,,19.43251414,-99.12471612,2010-07,nnnn6060.0,9015
8843123,09012722517002541000000000U7,PIZZAS YURI,,722517,5511326519,,19.22732962,-99.19841882,2019-11,nnnn14700.0,9012
907907,09003813210001721000000000U7,IGLESIA EVANGÉLICA ESTUDIOS BIBLÍCOS AR,,813210,,,19.34112706,-99.12150642,2014-12,nnnn4260.0,9003
941390,09013811192000751000000000U6,CAR WASH,,811192,,,19.25593911,-99.12753852,2014-12,nnnn16100.0,9013
8602688,09012463211010081000000000U7,TIENDA DE ROPA,,463211,,,19.2988236,-99.22303978,2019-11,22DEEOMOPO14160.0,9012
641664,09005461110058321000000000U0,LA VENTANITA LOS REYES,,461110,,,19.53198638,-99.13593257,2010-07,nnnn7250.0,9005
1018726,09015465311009631000000000U1,PAPELERIA,,465311,,,19.42814285,-99.13239841,2010-07,PAMSCOYYPACL6090.0,9015
8521856,09005311830012511000000000U6,TORTILLERIA YAYA,,311830,,,19.56264405,-99.13235408,2019-11,nnnn7140.0,9005
